1,304.51757465945354,-309091.02469448745,338.2646824788095,99.77
2,304.9025025822172,-929680.5152706206,128.68810051024764,99.78
3,304.7311686011286,-406088.08174952865,294.2857035670571,99.78
4,305.1374583313686,256241.40924406052,145.35473600488504,99.78
5,305.07146852965604,-1461442.439510569,174.1311585895045,99.78
6,305.02767090220095,-2371975.717849076,-57.04647679797274,99.78
7,304.7272217150261,-3098170.9467912316,207.22185595322713,99.78
8,304.70433367069006,-3740066.5828574896,259.77119104643117,99.77
9,304.724383966123,-3836139.1762229204,254.94423573727252,99.78
10,304.83718547444187,-4456575.804034099,297.44201011477645,99.78
11,304.58845631778973,-4486905.120955884,162.37624175676103,99.77
12,304.93719712147185,-5118630.052762151,214.3973621894799,99.78
13,304.7778724407123,-4927210.427465677,336.5660677681835,99.78
14,304.57952416433477,-4909452.100759804,314.01442803458895,99.77
15,304.9126085670614,-6265183.20230639,263.92106139673166,99.78
16,304.7782993918235,-6518943.180358171,145.08358220055166,99.77
17,304.59130606433155,-7005409.2510021925,278.70098884203,99.77
18,304.7704915683713,-6159550.336924255,306.4013491593693,99.78
19,304.67489799935373,-6801173.298802316,258.2067218905098,99.78
20,304.42040839459344,-8303614.879796624,434.6331958701873,99.77
21,304.80595772755476,-7505229.123986781,319.87349480208604,99.78
22,304.5527787842981,-5966343.293148547,237.38399495475497,99.77
23,304.55817219945453,-5602222.280827522,379.4993423740946,99.77
24,304.8527766501964,-5081189.15858233,146.6208297928564,99.78
25,304.58358230947647,-6424771.430427045,300.3662466028877,99.77
26,304.4470322723278,-5528201.688517997,150.98995812004273,99.77
27,304.481365864238,-5250860.723242402,323.1147559939012,99.78
28,304.91452400740366,-5763118.288259506,-33.82143608001076,99.78
29,305.0615019608128,-7384219.41347304,211.29939138692927,99.78
30,304.9571802174965,-7346640.040933788,44.40913530054547,99.78
31,304.7736813592685,-5909573.288997769,212.18001111672427,99.78
32,304.6646667228486,-5117400.567740262,280.24284361863505,99.78
33,304.73352375512076,-5183534.643216103,345.4336436580192,99.78
34,304.6998721802587,-5225472.616434336,307.3098211112058,99.77
35,305.36055057005444,-5927560.63450706,57.22385747067768,99.78
36,304.62278229291894,-6459631.497137278,211.14925126138988,99.77
37,304.65270178335106,-5628883.51994437,261.20421768450416,99.77
38,307.01287286906756,-4434457.711742401,-95.70418400319271,99.84
39,305.088316516288,-4394137.414111167,213.77129342495792,99.78
40,304.8517580928037,-1411946.1514374018,294.3678246616452,99.78
41,304.7481559773831,25885546.56128955,38.337276228888456,99.77
42,304.5215853715928,17081884.542763174,383.3925887928478,99.77
43,304.9245620647199,12395052.334387839,303.821783511994,99.78
44,304.53155480263223,22296555.871212125,380.1616459501255,99.78
45,304.79090325660815,4061730.2598376274,51.05633718586768,99.78
46,307.00323479915386,8067318.762475848,-98.28079913809103,99.84
47,304.5413401854544,8333322.242269218,358.2023735544237,99.77
