leftpic, middlepic, rightpic, steering angle, break, throttle, speedmph, battery temp, battery %,acceleration, speedMS, coolingPower, generatedHeat, instantaneousPower
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_14_387.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_14_387.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_14_387.jpg,0,0,0,0.0001074834,25.00,99.99,0.0002539633968048559,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_324.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_324.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_324.jpg,0.0,0.0,0.0,0.00012291392758333335,,25.00,99.99,2.820401731809899e-05,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_255.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_255.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_255.jpg,0.0,0.0,0.0,8.691694083333333e-05,,25.00,99.99,3.246088684128196e-05,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_148.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_148.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_148.jpg,0.0,0.0,0.0,6.716456316666667e-05,,25.00,99.99,2.3931069170909254e-05,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_074.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_074.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_074.jpg,0.0,0.0,0.0,9.128037625000001e-05,,25.00,99.99,1.7833571941522168e-05,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_987.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_987.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_987.jpg,0.0,0.3789837916666667,0.0,0.9693346950311668,,25.00,99.99,2.458191242465333e-05,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_941.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_941.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_941.jpg,0.0,1.0,0.0,10.59110375,,25.00,99.96,4.5087166200551945,4.7346470204,0.0,103.15718025637197,103.15718025637197
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_847.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_847.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_847.jpg,0.0,1.0,0.0,24.366485833333332,,25.02,99.87,6.797072288792294,10.892793826933332,0.0,1107.2906279691827,1107.2906279691827
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_21_727.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_21_727.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_21_727.jpg,0.037096841666666665,0.6666666666666666,0.0,39.939933333333336,,25.08,99.70,7.911310301161807,17.854747797333335,0.0,3800.8685095512496,3800.8685095512496
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_574.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_574.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_574.jpg,0.029685000833333336,0.416572475,0.321732075,40.36987166666667,,25.08,99.70,0.22691813333513877,18.046947429866666,0.0,3.9971570378014243,3.9971570378014243
